"标题","摘要","作者","链接","发表时间","","",""
"一种用于女性私处养护的中药组合物及其含该组合物提取物的精华液","摘要：本申请公开了一种用于女性私处养护的中药组合物,所述中药组合物包括原料药蛇床子、苦参和木香,具有燥湿止痒、辟除恶臭之功效,对妇科带下综合症具有很好的治疗效果,本发明进一步地还包括含有本发明所述中药组合物提取物的精华液,该精华液由所述中药组合物精制而得;本发明所述精华液长期使用不破坏内部微环境,可长期用于保护阴部皮肤黏膜和防止细菌入侵并润湿粉嫩私处肌肤。","中政道和(北京)生物科技有限公司","https://www.wanxiangyun.net/search/detail?id=cn201711128684","2018","","",""
"一种等离子共振增强的天然药物外用药剂及其制备方法和应用","摘要：本发明公开了一种等离子共振增强的天然药物外用药剂及其制备方法和应用。这种等离子共振增强的天然药物外用药剂是通过以下的制备方法制得:将天然药物提取液和金属盐溶液混合反应,得到含有纳米颗粒的等离子共振增强天然药物外用药剂。同时也公开了这种等离子共振增强的天然药物外用药剂的应用。本发明利用天然药物提取液原位制备等离子共振增强的外用纳米药剂体系,该外用药剂体系可直接应用于医药卫生领域,而且等离子共振增强的纳米颗粒的加入,可发挥其近场光学效应和光热特性将有助于实现温和的自然光条件下对疾病的光疗,促进天然药物特别是中药制剂现代化新药的开发。","广东省医疗器械研究所","https://www.wanxiangyun.net/search/detail?id=cn201811487001","2019","","",""
"生物防冻裂护手霜及其制备方法","摘要：本发明提供一种生物防冻裂护手霜,所述护手霜按重量份包括如下组分:类菌胞素样氨基酸10~20份,乳化剂40~60份,抗氧化剂1~10份,尿囊素10~15份;本发明还提供了所述生物防冻裂护手霜的制备方法。本发明的生物防冻裂护手霜具有无化学刺激的防紫外线以及防冻裂的有益效果。","杨洋","https://www.wanxiangyun.net/search/detail?id=cn201510730524","2016","","",""
"一种高纯度饱和漆酚及其缩甲醛衍生物的制备方法","摘要：本专利公开了一种高纯度饱和漆酚及其缩甲醛衍生物的制备方法,首先应用缩甲醛法改性生漆的丙酮提取物 漆酚,得到一种新型结构的漆酚衍生物,同时该过程显著降低具有邻苯二酚结构漆酚单体的极性;以钯碳为催化剂进行加氢反应,得到饱和缩甲醛化漆酚;正相柱分离,使得漆酚单体易于与聚合漆酚以及提取物中极性杂质分离;得到的饱和缩甲醛漆酚脱去缩甲醛基团后得到高纯度的饱和漆酚,漆酚及其衍生物具有强烈的生物活性,具有良好的市场前景。","中国林业科学研究院林产化学工业研究所","https://www.wanxiangyun.net/search/detail?id=cn201210310773","2013","","",""
"一种祛痘组合物及其制备方法和应用","摘要：本发明提供一种祛痘组合物及其制备方法和应用。以所述祛痘组合物的总重量的重量百分比计,所述祛痘组合物包括以下组分:萝卜根发酵产物滤液:10~50%;大豆发酵产物提取物:10~50%;小球藻发酵产物:15~35%;米糠发酵产物:5~25%。本发明提供的祛痘组合物,根据本发明的四种发酵产物的复配,能有效的发挥植物发酵产物的协同作用,更有效的发挥生物活性。本发明的祛痘组合物具有良好的祛痘效果,同时具有对皮肤安全无刺激的性能。","广州市科能化妆品科研有限公司
									;,广州市白云联佳精细化工厂
									;,广东丹姿集团有限公司","https://www.wanxiangyun.net/search/detail?id=cn201710773759","2017","","",""
"METHOD FOR EVALUATING A WHITENING EFFECT USING MITOCHONDRIAL DYNAMICS, AND THE KIT USING THE SAME","摘要：本发明涉及一种通过线粒体动力学检测筛选美白物质的方法，以及使用该方法的试剂盒。更具体地说，本发明涉及一种筛选美白物质的方法，通过降低线粒体的活性，阻断动力学，然后使用候选物质处理线粒体，候选物质是否具有美白效果取决于线粒体的动力学是否得到改善，并且通过线粒体的特性，试剂盒可以简单地筛选美白物质。","AMOREPACIFIC CORP","https://www.wanxiangyun.net/search/detail?id=hk20150102247","2015","","",""
"【Title of corresponding document：wo2016153203A1】 Cosmetic composition for improving skin whitening","摘要：本发明涉及一种用于改善皮肤美白的化妆品组合物。更具体地说，本发明提供了一种通过抑制促进黑素生成的中间因子来改善皮肤美白的化妆品组合物；以及通过摄入改善皮肤美白的健康功能性食品，具有改善皮肤美白的效果。","无","https://www.wanxiangyun.net/search/detail?id=hk20180101831","2018","","",""
"METHOD FOR SCREENING SUBSTANCE HAVING WHITENING EFFICACY","摘要：本发明涉及一种筛选具有美白功效的物质的方法，更具体地说，涉及一种筛选具有美白功效的物质的方法，该方法的特征是使用FoxO3a检查受试物质是否激活叉头盒O3A（FoxO3a）或促进其表达，这是一种长寿基因，从而确定受试物质是否具有美白功效。","AMOREPACIFIC CORP","https://www.wanxiangyun.net/search/detail?id=hk20160100963","2016","","",""
"【Title of corresponding document：CN102470092A】 Melanin production inhibitor","摘要：由于臭氧层的破坏或全球环境的变化，到达地面的紫外线数量往往会增加。当皮肤受到紫外线照射时，皮肤中的酪氨酸在酪氨酸酶的作用下被氧化，产生黑色素。为了抑制黑色素的过量产生并防止色素斑或雀斑的形成，提出了含有曲酸糖苷、L-抗坏血酸或其衍生物等的皮肤化妆品。然而，这些物质不一定具有令人满意的皮肤美白效果，或者当这些物质以能够发挥皮肤美白效果的浓度添加到制剂中时，通常会导致制剂的安全性或稳定性方面的缺点。同时，虽然已经知道去氢蛇床子内酯可以用作抗肿瘤药物的活性成分，但仍然不知道去氢蛇床子内酯能否抑制黑色素的产生。因此，本发明公开了一种优良的黑色素生成抑制剂和一种皮肤美白化妆品，所述黑色素生成抑制剂包含作为活性成分的脱氢木糖内酯","无","https://www.wanxiangyun.net/search/detail?id=hk20120106853","2012","","",""
"COSMETIC COMPOSITION FOR WHITENING SKIN AND PREPARATION METHOD THEREOF","摘要：一种用于美白皮肤的化妆品组合物及其制备方法。该组合物包括以下组分：珍珠粉、珍珠提取物、光甘草水溶液、水解壳聚糖和豌豆提取物。珍珠粉和珍珠提取物的含量并非均为零，且甘草水溶液含有0.5%至5.0%的甘草提取物。","OSMUN BIOLOGICAL CO LTD","https://www.wanxiangyun.net/search/detail?id=wo2015cn93021","2016","","",""
"【Title of corresponding document：wo03047593A1】 MELANOGENESIS INHIBITORS AND WHITENING AGENTS COMPRISING ERGOSTEROL DERIVATIVES AND COMPOSITIONS CONTAINING ERGOSTEROL DERIVATIVES","摘要：本发明旨在提供在紫外线照射后有效美白晒伤皮肤并预防、缓解和治疗皮肤色素沉着的物质，例如晒伤等引起的斑点、雀斑和肝斑，以及含有这些物质的组合物。上述目标是通过使用黑素生成抑制剂和包含麦角甾醇衍生物的美白剂来实现的；含有上述麦角甾醇衍生物的黑素生成抑制剂和美白剂；含有上述麦角甾醇衍生物的黑素生成抑制组合物和美白组合物；含有上述麦角甾醇衍生物的化妆品、药物、外用皮肤制剂、抑制黑素生成的食品和美白食品；以及含有上述麦角甾醇衍生物以及麦角甾醇衍生物以外的美白成分的上述组合物、化妆品、药物、外部皮肤制剂、黑素生成抑制食品和美白食品。因此，可以获得新的黑素生成抑制剂和美白剂以及具有黑素生成抑制作用和美白作用的组合物，例如化妆品、药物、外部皮肤制剂和食品。

","가부시키가이샤사카모토바이오","https://www.wanxiangyun.net/search/detail?id=kr20047008661","2004","","",""
"【Title of corresponding document：wo03047565A1】 MELANOGENESIS INHIBITORS AND WHITENING AGENTS COMPRISING EGONOL DERIVATIVES AND COMPOSITIONS CONTAINING EGONOL DERIVATIVES","摘要：本发明旨在提供在紫外线照射后有效美白晒伤皮肤并预防、缓解和治疗皮肤色素沉着的物质，例如晒伤等引起的斑点、雀斑和肝斑，以及含有这些物质的组合物。上述目的是通过使用黑素生成抑制剂和美白剂来实现的，所述美白剂包括乙二醇衍生物黑素生成抑制剂和含有上述乙二醇衍生物黑素生成抑制组合物的美白剂，以及含有上述乙二醇衍生物的美白组合物化妆品、药物、外用皮肤制剂，含有上述乙二醇衍生物和上述组合物的黑素生成抑制食品和美白食品、化妆品、药物、外部皮肤制剂、含有上述乙二醇衍生物以及除乙二醇衍生物以外的美白成分的黑素生成抑制食品和美白食品。因此，可以获得新的黑素生成抑制剂和美白剂以及具有黑素生成抑制作用和美白作用的组合物，例如化妆品、药物、外部皮肤制剂和食品","가부시키가이샤사카모토바이오","https://www.wanxiangyun.net/search/detail?id=kr20047008685","2004","","",""
"<标题暂缺>","摘要：<摘要暂缺>","LIU CHUNJIU","https://www.wanxiangyun.net/search/detail?id=wo2019cn130392","2021","","",""
"COMPOSITIONS INCLUDING A CHRYSANTHEMUM EXTRACT AND METHODS OF USING THE SAME IN SKIN WHITENING AND SKIN LIGHTENING APPLICATIONS","摘要：用于局部使用且具有黑色素合成抑制活性的组合物，其包括一定量的线性Aspalathus Linearis、Matricaria、虎耳草、黄芪、蒲公英/蒙古草、阿魏/赤子、红花、苦参中至少一种的植物提取物，或菊花桑叶有效减少黑色素合成的描述。还描述了抑制黑色素合成和美白皮肤的方法。","ACCESS BUSINESS GROUP INT LLC","https://www.wanxiangyun.net/search/detail?id=hk20160100710","2016","","",""
"SKIN WHITENING AGENT","摘要：本发明公开了一种具有优异的黑色素生成抑制活性的化合物，其可用作皮肤美白剂。还公开了含有该化合物的皮肤的外部制剂。皮肤增白剂包含通式（1）表示的化合物或其药理学上可接受的盐作为活性成分。在式中，X1、X2和X3分别代表CR2或N；R1、R2和R3各自代表H、C1-6烷基、C1-6烷氧基、SH、OH或NRbRc（其中Rb和Rc各自代表H、C1-6烷基或羟基C1-6烷基，或者NRbRc形成饱和或不饱和的五元或六元杂环）；B代表取代或未取代的吡唑、咪唑、吡啶或哌啶；前提是当X1=X2=Y1=N且X3=CR2时，至少R1、R3、R4或R6代表除C1-3烷基以外的基团。","SHISEIDO CO LTD","https://www.wanxiangyun.net/search/detail?id=hk20110103716","2011","","",""
"一种干湿分离面膜及其制备和应用","摘要：本发明涉及一种干湿分离面膜及其制备和应用,所述面膜包括:含多肽脂质体的干面膜。制备:将多肽脂质体冻干粉配制成悬浮液,喷洒在空白面膜纸上,烘干,即得。本发明制备的干湿分离的面膜,携带方便,不含防腐剂,具有很高的实用价值和潜在价值。","东华大学","https://www.wanxiangyun.net/search/detail?id=cn201810801862","2018","","",""
"SKIN WHITENING COSMETIC COMPOSITION","摘要：本发明涉及一种皮肤美白化妆品组合物，其通过在三（3）个阶段中调节黑色素合成而具有皮肤美白效果，即抑制黑色素的过度形成、调节黑色素的着色和加速黑色素的释放。更具体地说，本发明的皮肤美白化妆品组合物包括作为黑色素过度形成抑制剂和黑色素着色调节剂的EPS复合物，以及作为黑色素释放促进剂的角蛋白去除剂，因此具有极好的皮肤美白效果","AMOREPACIFIC CORP","https://www.wanxiangyun.net/search/detail?id=kr20030082144","2005","","",""
"SKIN WHITENING COMPOSITION, AND METHOD FOR SCREENING FOR MATERIALS HAVING SKIN WHITENING EFFECT","摘要：本说明书公开了一种皮肤美白组合物，其通过控制黑素细胞分泌的外泌体的分泌而具有皮肤美白效果；以及筛选具有皮肤美白效果的材料的方法。该皮肤美白组合物可通过抑制黑素细胞分泌的外泌体的量来促进黑素细胞的凋亡，从而通过黑素细胞的凋亡抑制黑素的生成，从而表现出皮肤美白效果。","AMOREPACIFIC CORP
									;,株式會社愛茉莉太平洋","https://www.wanxiangyun.net/search/detail?id=hk20180112038","2019","","",""
